Numero do Artigo,Texto do Artigo
"482","Art. 482 A compra e venda, quando pura, considerar-se-á obrigatória e perfeita, desde que as partes acordarem no objeto e no preço."
"483","Art. 483 A compra e venda pode ter por objeto coisa atual ou futura. Neste caso, ficará sem efeito o contrato se esta não vier a existir, salvo se a intenção das partes era de concluir contrato aleatório."
"484","Art. 484 Se a venda se realizar à vista de amostras, protótipos ou modelos, entender-se-á que o vendedor assegura ter a coisa as qualidades que a elas correspondem.
Parágrafo único. Prevalece a amostra, o protótipo ou o modelo, se houver contradição ou diferença com a maneira pela qual se descreveu a coisa no contrato."
"485","Art. 485 A fixação do preço pode ser deixada ao arbítrio de terceiro, que os contratantes logo designarem ou prometerem designar. Se o terceiro não aceitar a incumbência, ficará sem efeito o contrato, salvo quando acordarem os contratantes designar outra pessoa."
"486","Art. 486 Também se poderá deixar a fixação do preço à taxa de mercado ou de bolsa, em certo e determinado dia e lugar."
"487","Art. 487 É lícito às partes fixar o preço em função de índices ou parâmetros, desde que suscetíveis de objetiva determinação."
"488","Art. 488 Convencionada a venda sem fixação de preço ou de critérios para a sua determinação, se não houver tabelamento oficial, entende-se que as partes se sujeitaram ao preço corrente nas vendas habituais do vendedor.
Parágrafo único. Na falta de acordo, por ter havido diversidade de preço, prevalecerá o termo médio."
"489","Art. 489 Nulo é o contrato de compra e venda, quando se deixa ao arbítrio exclusivo de uma das partes a fixação do preço."
"490","Art. 490 Salvo cláusula em contrário, ficarão as despesas de escritura e registro a cargo do comprador, e a cargo do vendedor as da tradição."
"491","Art. 491 Não sendo a venda a crédito, o vendedor não é obrigado a entregar a coisa antes de receber o preço."
"492","Art. 492 Até o momento da tradição, os riscos da coisa correm por conta do vendedor, e os do preço por conta do comprador.
§ 1 o Todavia, os casos fortuitos, ocorrentes no ato de contar, marcar ou assinalar coisas, que comumente se recebem, contando, pesando, medindo ou assinalando, e que já tiverem sido postas à disposição do comprador, correrão por conta deste.
§ 2 o Correrão também por conta do comprador os riscos das referidas coisas, se estiver em mora de as receber, quando postas à sua disposição no tempo, lugar e pelo modo ajustados."
"493","Art. 493 A tradição da coisa vendida, na falta de estipulação expressa, dar-se-á no lugar onde ela se encontrava, ao tempo da venda."
"494","Art. 494 Se a coisa for expedida para lugar diverso, por ordem do comprador, por sua conta correrão os riscos, uma vez entregue a quem haja de transportá-la, salvo se das instruções dele se afastar o vendedor."
"495","Art. 495 Não obstante o prazo ajustado para o pagamento, se antes da tradição o comprador cair em insolvência, poderá o vendedor sobrestar na entrega da coisa, até que o comprador lhe dê caução de pagar no tempo ajustado."
"496","Art. 496 É anulável a venda de ascendente a descendente, salvo se os outros descendentes e o cônjuge do alienante expressamente houverem consentido.
Parágrafo único. Em ambos os casos, dispensa-se o consentimento do cônjuge se o regime de bens for o da separação obrigatória."
"497","Art. 497 Sob pena de nulidade, não podem ser comprados, ainda que em hasta pública:
I – pelos tutores, curadores, testamenteiros e administradores, os bens confiados à sua guarda ou administração;
II – pelos servidores públicos, em geral, os bens ou direitos da pessoa jurídica a que servirem, ou que estejam sob sua administração direta ou indireta;
III – pelos juízes, secretários de tribunais, arbitradores, peritos e outros serventuários ou auxiliares da justiça, os bens ou direitos sobre que se litigar em tribunal, juízo ou conselho, no lugar onde servirem, ou a que se estender a sua autoridade;
IV – pelos leiloeiros e seus prepostos, os bens de cuja venda estejam encarregados.
Parágrafo único. As proibições deste artigo estendem-se à cessão de crédito."
"498","Art. 498 A proibição contida no inciso III do artigo antecedente, não compreende os casos de compra e venda ou cessão entre co-herdeiros, ou em pagamento de dívida, ou para garantia de bens já pertencentes a pessoas designadas no referido inciso."
"499","Art. 499 É lícita a compra e venda entre cônjuges, com relação a bens excluídos da comunhão."
"500","Art. 500 Se, na venda de um imóvel, se estipular o preço por medida de extensão, ou se determinar a respectiva área, e esta não corresponder, em qualquer dos casos, às dimensões dadas, o comprador terá o direito de exigir o complemento da área, e, não sendo isso possível, o de reclamar a resolução do contrato ou abatimento proporcional ao preço.
§ 1 o Presume-se que a referência às dimensões foi simplesmente enunciativa, quando a diferença encontrada não exceder de um vigésimo da área total enunciada, ressalvado ao comprador o direito de provar que, em tais circunstâncias, não teria realizado o negócio.
§ 2 o Se em vez de falta houver excesso, e o vendedor provar que tinha motivos para ignorar a medida exata da área vendida, caberá ao comprador, à sua escolha, completar o valor correspondente ao preço ou devolver o excesso.
§ 3 o Não haverá complemento de área, nem devolução de excesso, se o imóvel for vendido como coisa certa e discriminada, tendo sido apenas enunciativa a referência às suas dimensões, ainda que não conste, de modo expresso, ter sido a venda ad corpus ."
"501","Art. 501 Decai do direito de propor as ações previstas no artigo antecedente o vendedor ou o comprador que não o fizer no prazo de um ano, a contar do registro do título.
Parágrafo único. Se houver atraso na imissão de posse no imóvel, atribuível ao alienante, a partir dela fluirá o prazo de decadência."
"502","Art. 502 O vendedor, salvo convenção em contrário, responde por todos os débitos que gravem a coisa até o momento da tradição."
"503","Art. 503 Nas coisas vendidas conjuntamente, o defeito oculto de uma não autoriza a rejeição de todas."
"504","Art. 504 Não pode um condômino em coisa indivisível vender a sua parte a estranhos, se outro consorte a quiser, tanto por tanto. O condômino, a quem não se der conhecimento da venda, poderá, depositando o preço, haver para si a parte vendida a estranhos, se o requerer no prazo de cento e oitenta dias, sob pena de decadência.
Parágrafo único. Sendo muitos os condôminos, preferirá o que tiver benfeitorias de maior valor e, na falta de benfeitorias, o de quinhão maior. Se as partes forem iguais, haverão a parte vendida os comproprietários, que a quiserem, depositando previamente o preço."
"505","Art. 505 O vendedor de coisa imóvel pode reservar-se o direito de recobrá-la no prazo máximo de decadência de três anos, restituindo o preço recebido e reembolsando as despesas do comprador, inclusive as que, durante o período de resgate, se efetuaram com a sua autorização escrita, ou para a realização de benfeitorias necessárias."
"506","Art. 506 Se o comprador se recusar a receber as quantias a que faz jus, o vendedor, para exercer o direito de resgate, as depositará judicialmente.
Parágrafo único. Verificada a insuficiência do depósito judicial, não será o vendedor restituído no domínio da coisa, até e enquanto não for integralmente pago o comprador."
"507","Art. 507 O direito de retrato, que é cessível e transmissível a herdeiros e legatários, poderá ser exercido contra o terceiro adquirente."
"508","Art. 508 Se a duas ou mais pessoas couber o direito de retrato sobre o mesmo imóvel, e só uma o exercer, poderá o comprador intimar as outras para nele acordarem, prevalecendo o pacto em favor de quem haja efetuado o depósito, contanto que seja integral."
"509","Art. 509 A venda feita a contento do comprador entende-se realizada sob condição suspensiva, ainda que a coisa lhe tenha sido entregue; e não se reputará perfeita, enquanto o adquirente não manifestar seu agrado."
"510","Art. 510 Também a venda sujeita a prova presume-se feita sob a condição suspensiva de que a coisa tenha as qualidades asseguradas pelo vendedor e seja idônea para o fim a que se destina."
"511","Art. 511 Em ambos os casos, as obrigações do comprador, que recebeu, sob condição suspensiva, a coisa comprada, são as de mero comodatário, enquanto não manifeste aceitá-la."
"512","Art. 512 Não havendo prazo estipulado para a declaração do comprador, o vendedor terá direito de intimá-lo, judicial ou extrajudicialmente, para que o faça em prazo improrrogável."
"513","Art. 513 A preempção, ou preferência, impõe ao comprador a obrigação de oferecer ao vendedor a coisa que aquele vai vender, ou dar em pagamento, para que este use de seu direito de prelação na compra, tanto por tanto.
Parágrafo único. O prazo para exercer o direito de preferência não poderá exceder a cento e oitenta dias, se a coisa for móvel, ou a dois anos, se imóvel."
"514","Art. 514 O vendedor pode também exercer o seu direito de prelação, intimando o comprador, quando lhe constar que este vai vender a coisa."
"515","Art. 515 Aquele que exerce a preferência está, sob pena de a perder, obrigado a pagar, em condições iguais, o preço encontrado, ou o ajustado."
"516","Art. 516 Inexistindo prazo estipulado, o direito de preempção caducará, se a coisa for móvel, não se exercendo nos três dias, e, se for imóvel, não se exercendo nos sessenta dias subseqüentes à data em que o comprador tiver notificado o vendedor."
"517","Art. 517 Quando o direito de preempção for estipulado a favor de dois ou mais indivíduos em comum, só pode ser exercido em relação à coisa no seu todo. Se alguma das pessoas, a quem ele toque, perder ou não exercer o seu direito, poderão as demais utilizá-lo na forma sobredita."
"518","Art. 518 Responderá por perdas e danos o comprador, se alienar a coisa sem ter dado ao vendedor ciência do preço e das vantagens que por ela lhe oferecem. Responderá solidariamente o adquirente, se tiver procedido de má-fé."
"519","Art. 519 Se a coisa expropriada para fins de necessidade ou utilidade pública, ou por interesse social, não tiver o destino para que se desapropriou, ou não for utilizada em obras ou serviços públicos, caberá ao expropriado direito de preferência, pelo preço atual da coisa."
"520","Art. 520 O direito de preferência não se pode ceder nem passa aos herdeiros."
"521","Art. 521 Na venda de coisa móvel, pode o vendedor reservar para si a propriedade, até que o preço esteja integralmente pago."
"522","Art. 522 A cláusula de reserva de domínio será estipulada por escrito e depende de registro no domicílio do comprador para valer contra terceiros."
"523","Art. 523 Não pode ser objeto de venda com reserva de domínio a coisa insuscetível de caracterização perfeita, para estremá-la de outras congêneres. Na dúvida, decide-se a favor do terceiro adquirente de boa-fé."
"524","Art. 524 A transferência de propriedade ao comprador dá-se no momento em que o preço esteja integralmente pago. Todavia, pelos riscos da coisa responde o comprador, a partir de quando lhe foi entregue."
"525","Art. 525 O vendedor somente poderá executar a cláusula de reserva de domínio após constituir o comprador em mora, mediante protesto do título ou interpelação judicial."
"526","Art. 526 Verificada a mora do comprador, poderá o vendedor mover contra ele a competente ação de cobrança das prestações vencidas e vincendas e o mais que lhe for devido; ou poderá recuperar a posse da coisa vendida."
"527","Art. 527 Na segunda hipótese do artigo antecedente, é facultado ao vendedor reter as prestações pagas até o necessário para cobrir a depreciação da coisa, as despesas feitas e o mais que de direito lhe for devido. O excedente será devolvido ao comprador; e o que faltar lhe será cobrado, tudo na forma da lei processual."
"528","Art. 528 Se o vendedor receber o pagamento à vista, ou, posteriormente, mediante financiamento de instituição do mercado de capitais, a esta caberá exercer os direitos e ações decorrentes do contrato, a benefício de qualquer outro. A operação financeira e a respectiva ciência do comprador constarão do registro do contrato."
"529","Art. 529 Na venda sobre documentos, a tradição da coisa é substituída pela entrega do seu título representativo e dos outros documentos exigidos pelo contrato ou, no silêncio deste, pelos usos.
Parágrafo único. Achando-se a documentação em ordem, não pode o comprador recusar o pagamento, a pretexto de defeito de qualidade ou do estado da coisa vendida, salvo se o defeito já houver sido comprovado."
"530","Art. 530 Não havendo estipulação em contrário, o pagamento deve ser efetuado na data e no lugar da entrega dos documentos."
"531","Art. 531 Se entre os documentos entregues ao comprador figurar apólice de seguro que cubra os riscos do transporte, correm estes à conta do comprador, salvo se, ao ser concluído o contrato, tivesse o vendedor ciência da perda ou avaria da coisa."
"532","Art. 532 Estipulado o pagamento por intermédio de estabelecimento bancário, caberá a este efetuá-lo contra a entrega dos documentos, sem obrigação de verificar a coisa vendida, pela qual não responde.
Parágrafo único. Nesse caso, somente após a recusa do estabelecimento bancário a efetuar o pagamento, poderá o vendedor pretendê-lo, diretamente do comprador."
"533","Art. 533 Aplicam-se à troca as disposições referentes à compra e venda, com as seguintes modificações:
I – salvo disposição em contrário, cada um dos contratantes pagará por metade as despesas com o instrumento da troca;
II – é anulável a troca de valores desiguais entre ascendentes e descendentes, sem consentimento dos outros descendentes e do cônjuge do alienante."
"534","Art. 534 Pelo contrato estimatório, o consignante entrega bens móveis ao consignatário, que fica autorizado a vendê-los, pagando àquele o preço ajustado, salvo se preferir, no prazo estabelecido, restituir-lhe a coisa consignada."
"535","Art. 535 O consignatário não se exonera da obrigação de pagar o preço, se a restituição da coisa, em sua integridade, se tornar impossível, ainda que por fato a ele não imputável."
"536","Art. 536 A coisa consignada não pode ser objeto de penhora ou seqüestro pelos credores do consignatário, enquanto não pago integralmente o preço."
"537","Art. 537 O consignante não pode dispor da coisa antes de lhe ser restituída ou de lhe ser comunicada a restituição."
"538","Art. 538 Considera-se doação o contrato em que uma pessoa, por liberalidade, transfere do seu patrimônio bens ou vantagens para o de outra."
"539","Art. 539 O doador pode fixar prazo ao donatário, para declarar se aceita ou não a liberalidade. Desde que o donatário, ciente do prazo, não faça, dentro dele, a declaração, entender-se-á que aceitou, se a doação não for sujeita a encargo."
"540","Art. 540 A doação feita em contemplação do merecimento do donatário não perde o caráter de liberalidade, como não o perde a doação remuneratória, ou a gravada, no excedente ao valor dos serviços remunerados ou ao encargo imposto."
"541","Art. 541 A doação far-se-á por escritura pública ou instrumento particular.
Parágrafo único. A doação verbal será válida, se, versando sobre bens móveis e de pequeno valor, se lhe seguir incontinenti a tradição."
"542","Art. 542 A doação feita ao nascituro valerá, sendo aceita pelo seu representante legal."
"543","Art. 543 Se o donatário for absolutamente incapaz, dispensa-se a aceitação, desde que se trate de doação pura."
"544","Art. 544 A doação de ascendentes a descendentes, ou de um cônjuge a outro, importa adiantamento do que lhes cabe por herança."
"545","Art. 545 A doação em forma de subvenção periódica ao beneficiado extingue-se morrendo o doador, salvo se este outra coisa dispuser, mas não poderá ultrapassar a vida do donatário."
"546","Art. 546 A doação feita em contemplação de casamento futuro com certa e determinada pessoa, quer pelos nubentes entre si, quer por terceiro a um deles, a ambos, ou aos filhos que, de futuro, houverem um do outro, não pode ser impugnada por falta de aceitação, e só ficará sem efeito se o casamento não se realizar."
"547","Art. 547 O doador pode estipular que os bens doados voltem ao seu patrimônio, se sobreviver ao donatário.
Parágrafo único. Não prevalece cláusula de reversão em favor de terceiro."
"548","Art. 548 É nula a doação de todos os bens sem reserva de parte, ou renda suficiente para a subsistência do doador."
"549","Art. 549 Nula é também a doação quanto à parte que exceder à de que o doador, no momento da liberalidade, poderia dispor em testamento."
"550","Art. 550 A doação do cônjuge adúltero ao seu cúmplice pode ser anulada pelo outro cônjuge, ou por seus herdeiros necessários, até dois anos depois de dissolvida a sociedade conjugal."
"551","Art. 551 Salvo declaração em contrário, a doação em comum a mais de uma pessoa entende-se distribuída entre elas por igual.
Parágrafo único. Se os donatários, em tal caso, forem marido e mulher, subsistirá na totalidade a doação para o cônjuge sobrevivo."
"552","Art. 552 O doador não é obrigado a pagar juros moratórios, nem é sujeito às conseqüências da evicção ou do vício redibitório. Nas doações para casamento com certa e determinada pessoa, o doador ficará sujeito à evicção, salvo convenção em contrário."
"553","Art. 553 O donatário é obrigado a cumprir os encargos da doação, caso forem a benefício do doador, de terceiro, ou do interesse geral.
Parágrafo único. Se desta última espécie for o encargo, o Ministério Público poderá exigir sua execução, depois da morte do doador, se este não tiver feito."
"554","Art. 554 A doação a entidade futura caducará se, em dois anos, esta não estiver constituída regularmente."
"555","Art. 555 A doação pode ser revogada por ingratidão do donatário, ou por inexecução do encargo."
"556","Art. 556 Não se pode renunciar antecipadamente o direito de revogar a liberalidade por ingratidão do donatário."
"557","Art. 557 Podem ser revogadas por ingratidão as doações:
I – se o donatário atentou contra a vida do doador ou cometeu crime de homicídio doloso contra ele;
II – se cometeu contra ele ofensa física;
III – se o injuriou gravemente ou o caluniou;
IV – se, podendo ministrá-los, recusou ao doador os alimentos de que este necessitava."
"558","Art. 558 Pode ocorrer também a revogação quando o ofendido, nos casos do artigo anterior, for o cônjuge, ascendente, descendente, ainda que adotivo, ou irmão do doador."
"559","Art. 559 A revogação por qualquer desses motivos deverá ser pleiteada dentro de um ano, a contar de quando chegue ao conhecimento do doador o fato que a autorizar, e de ter sido o donatário o seu autor."
"560","Art. 560 O direito de revogar a doação não se transmite aos herdeiros do doador, nem prejudica os do donatário. Mas aqueles podem prosseguir na ação iniciada pelo doador, continuando-a contra os herdeiros do donatário, se este falecer depois de ajuizada a lide."
"561","Art. 561 No caso de homicídio doloso do doador, a ação caberá aos seus herdeiros, exceto se aquele houver perdoado."
"562","Art. 562 A doação onerosa pode ser revogada por inexecução do encargo, se o donatário incorrer em mora. Não havendo prazo para o cumprimento, o doador poderá notificar judicialmente o donatário, assinando-lhe prazo razoável para que cumpra a obrigação assumida."
"563","Art. 563 A revogação por ingratidão não prejudica os direitos adquiridos por terceiros, nem obriga o donatário a restituir os frutos percebidos antes da citação válida; mas sujeita-o a pagar os posteriores, e, quando não possa restituir em espécie as coisas doadas, a indenizá-la pelo meio termo do seu valor."
"564","Art. 564 Não se revogam por ingratidão:
I – as doações puramente remuneratórias;
II – as oneradas com encargo já cumprido;
III – as que se fizerem em cumprimento de obrigação natural;
IV – as feitas para determinado casamento."
"565","Art. 565 Na locação de coisas, uma das partes se obriga a ceder à outra, por tempo determinado ou não, o uso e gozo de coisa não fungível, mediante certa retribuição."
"566","Art. 566 O locador é obrigado:
I – a entregar ao locatário a coisa alugada, com suas pertenças, em estado de servir ao uso a que se destina, e a mantê-la nesse estado, pelo tempo do contrato, salvo cláusula expressa em contrário;
II – a garantir-lhe, durante o tempo do contrato, o uso pacífico da coisa."
"567","Art. 567 Se, durante a locação, se deteriorar a coisa alugada, sem culpa do locatário, a este caberá pedir redução proporcional do aluguel, ou resolver o contrato, caso já não sirva a coisa para o fim a que se destinava."
"568","Art. 568 O locador resguardará o locatário dos embaraços e turbações de terceiros, que tenham ou pretendam ter direitos sobre a coisa alugada, e responderá pelos seus vícios, ou defeitos, anteriores à locação."
"569","Art. 569 O locatário é obrigado:
I – a servir-se da coisa alugada para os usos convencionados ou presumidos, conforme a natureza dela e as circunstâncias, bem como tratá-la com o mesmo cuidado como se sua fosse;
II – a pagar pontualmente o aluguel nos prazos ajustados, e, em falta de ajuste, segundo o costume do lugar;
III – a levar ao conhecimento do locador as turbações de terceiros, que se pretendam fundadas em direito;
IV – a restituir a coisa, finda a locação, no estado em que a recebeu, salvas as deteriorações naturais ao uso regular."
"570","Art. 570 Se o locatário empregar a coisa em uso diverso do ajustado, ou do a que se destina, ou se ela se danificar por abuso do locatário, poderá o locador, além de rescindir o contrato, exigir perdas e danos."
"571","Art. 571 Havendo prazo estipulado à duração do contrato, antes do vencimento não poderá o locador reaver a coisa alugada, senão ressarcindo ao locatário as perdas e danos resultantes, nem o locatário devolvê-la ao locador, senão pagando, proporcionalmente, a multa prevista no contrato.
Parágrafo único. O locatário gozará do direito de retenção, enquanto não for ressarcido."
"572","Art. 572 Se a obrigação de pagar o aluguel pelo tempo que faltar constituir indenização excessiva, será facultado ao juiz fixá-la em bases razoáveis."
"573","Art. 573 A locação por tempo determinado cessa de pleno direito findo o prazo estipulado, independentemente de notificação ou aviso."
"574","Art. 574 Se, findo o prazo, o locatário continuar na posse da coisa alugada, sem oposição do locador, presumir-se-á prorrogada a locação pelo mesmo aluguel, mas sem prazo determinado."
"575","Art. 575 Se, notificado o locatário, não restituir a coisa, pagará, enquanto a tiver em seu poder, o aluguel que o locador arbitrar, e responderá pelo dano que ela venha a sofrer, embora proveniente de caso fortuito.
Parágrafo único. Se o aluguel arbitrado for manifestamente excessivo, poderá o juiz reduzi-lo, mas tendo sempre em conta o seu caráter de penalidade."
"576","Art. 576 Se a coisa for alienada durante a locação, o adquirente não ficará obrigado a respeitar o contrato, se nele não for consignada a cláusula da sua vigência no caso de alienação, e não constar de registro.
§ 1 o O registro a que se refere este artigo será o de Títulos e Documentos do domicílio do locador, quando a coisa for móvel; e será o Registro de Imóveis da respectiva circunscrição, quando imóvel.
§ 2 o Em se tratando de imóvel, e ainda no caso em que o locador não esteja obrigado a respeitar o contrato, não poderá ele despedir o locatário, senão observado o prazo de noventa dias após a notificação."
"577","Art. 577 Morrendo o locador ou o locatário, transfere-se aos seus herdeiros a locação por tempo determinado."
"578","Art. 578 Salvo disposição em contrário, o locatário goza do direito de retenção, no caso de benfeitorias necessárias, ou no de benfeitorias úteis, se estas houverem sido feitas com expresso consentimento do locador."
"579","Art. 579 O comodato é o empréstimo gratuito de coisas não fungíveis. Perfaz-se com a tradição do objeto."
"580","Art. 580 Os tutores, curadores e em geral todos os administradores de bens alheios não poderão dar em comodato, sem autorização especial, os bens confiados à sua guarda."
"581","Art. 581 Se o comodato não tiver prazo convencional, presumir-se-lhe-á o necessário para o uso concedido; não podendo o comodante, salvo necessidade imprevista e urgente, reconhecida pelo juiz, suspender o uso e gozo da coisa emprestada, antes de findo o prazo convencional, ou o que se determine pelo uso outorgado."
"582","Art. 582 O comodatário é obrigado a conservar, como se sua própria fora, a coisa emprestada, não podendo usá-la senão de acordo com o contrato ou a natureza dela, sob pena de responder por perdas e danos. O comodatário constituído em mora, além de por ela responder, pagará, até restituí-la, o aluguel da coisa que for arbitrado pelo comodante."
"583","Art. 583 Se, correndo risco o objeto do comodato juntamente com outros do comodatário, antepuser este a salvação dos seus abandonando o do comodante, responderá pelo dano ocorrido, ainda que se possa atribuir a caso fortuito, ou força maior."
"584","Art. 584 O comodatário não poderá jamais recobrar do comodante as despesas feitas com o uso e gozo da coisa emprestada."
"585","Art. 585 Se duas ou mais pessoas forem simultaneamente comodatárias de uma coisa, ficarão solidariamente responsáveis para com o comodante."
"586","Art. 586 O mútuo é o empréstimo de coisas fungíveis. O mutuário é obrigado a restituir ao mutuante o que dele recebeu em coisa do mesmo gênero, qualidade e quantidade."
"587","Art. 587 Este empréstimo transfere o domínio da coisa emprestada ao mutuário, por cuja conta correm todos os riscos dela desde a tradição."
"588","Art. 588 O mútuo feito a pessoa menor, sem prévia autorização daquele sob cuja guarda estiver, não pode ser reavido nem do mutuário, nem de seus fiadores."
"589","Art. 589 Cessa a disposição do artigo antecedente:
I – se a pessoa, de cuja autorização necessitava o mutuário para contrair o empréstimo, o ratificar posteriormente;
II – se o menor, estando ausente essa pessoa, se viu obrigado a contrair o empréstimo para os seus alimentos habituais;
III – se o menor tiver bens ganhos com o seu trabalho. Mas, em tal caso, a execução do credor não lhes poderá ultrapassar as forças;
IV – se o empréstimo reverteu em benefício do menor;
V – se o menor obteve o empréstimo maliciosamente."
"590","Art. 590 O mutuante pode exigir garantia da restituição, se antes do vencimento o mutuário sofrer notória mudança em sua situação econômica."
"591","Art. 591 Destinando-se o mútuo a fins econômicos, presumem-se devidos juros. Produção de efeitos
Parágrafo único. Se a taxa de juros não for pactuada, aplica-se a taxa legal prevista no art. 406 deste Código. Produção de efeitos"
"592","Art. 592 Não se tendo convencionado expressamente, o prazo do mútuo será:
I – até a próxima colheita, se o mútuo for de produtos agrícolas, assim para o consumo, como para semeadura;
II – de trinta dias, pelo menos, se for de dinheiro;
III – do espaço de tempo que declarar o mutuante, se for de qualquer outra coisa fungível."
"593","Art. 593 A prestação de serviço, que não estiver sujeita às leis trabalhistas ou a lei especial, reger-se-á pelas disposições deste Capítulo."
"594","Art. 594 Toda a espécie de serviço ou trabalho lícito, material ou imaterial, pode ser contratada mediante retribuição."
"595","Art. 595 No contrato de prestação de serviço, quando qualquer das partes não souber ler, nem escrever, o instrumento poderá ser assinado a rogo e subscrito por duas testemunhas."
"596","Art. 596 Não se tendo estipulado, nem chegado a acordo as partes, fixar-se-á por arbitramento a retribuição, segundo o costume do lugar, o tempo de serviço e sua qualidade."
"597","Art. 597 A retribuição pagar-se-á depois de prestado o serviço, se, por convenção, ou costume, não houver de ser adiantada, ou paga em prestações."
"598","Art. 598 A prestação de serviço não se poderá convencionar por mais de quatro anos, embora o contrato tenha por causa o pagamento de dívida de quem o presta, ou se destine à execução de certa e determinada obra. Neste caso, decorridos quatro anos, dar-se-á por findo o contrato, ainda que não concluída a obra."
"599","Art. 599 Não havendo prazo estipulado, nem se podendo inferir da natureza do contrato, ou do costume do lugar, qualquer das partes, a seu arbítrio, mediante prévio aviso, pode resolver o contrato.
Parágrafo único. Dar-se-á o aviso:
I – com antecedência de oito dias, se o salário se houver fixado por tempo de um mês, ou mais;
II – com antecipação de quatro dias, se o salário se tiver ajustado por semana, ou quinzena;
III – de véspera, quando se tenha contratado por menos de sete dias."
"600","Art. 600 Não se conta no prazo do contrato o tempo em que o prestador de serviço, por culpa sua, deixou de servir."
"601","Art. 601 Não sendo o prestador de serviço contratado para certo e determinado trabalho, entender-se-á que se obrigou a todo e qualquer serviço compatível com as suas forças e condições."
"602","Art. 602 O prestador de serviço contratado por tempo certo, ou por obra determinada, não se pode ausentar, ou despedir, sem justa causa, antes de preenchido o tempo, ou concluída a obra.
Parágrafo único. Se se despedir sem justa causa, terá direito à retribuição vencida, mas responderá por perdas e danos. O mesmo dar-se-á, se despedido por justa causa."
"603","Art. 603 Se o prestador de serviço for despedido sem justa causa, a outra parte será obrigada a pagar-lhe por inteiro a retribuição vencida, e por metade a que lhe tocaria de então ao termo legal do contrato."
"604","Art. 604 Findo o contrato, o prestador de serviço tem direito a exigir da outra parte a declaração de que o contrato está findo. Igual direito lhe cabe, se for despedido sem justa causa, ou se tiver havido motivo justo para deixar o serviço."
"605","Art. 605 Nem aquele a quem os serviços são prestados, poderá transferir a outrem o direito aos serviços ajustados, nem o prestador de serviços, sem aprazimento da outra"
"606","Art. 606 Se o serviço for prestado por quem não possua título de habilitação, ou não satisfaça requisitos outros estabelecidos em lei, não poderá quem os prestou cobrar a retribuição normalmente correspondente ao trabalho executado. Mas se deste resultar benefício para a outra parte, o juiz atribuirá a quem o prestou uma compensação razoável, desde que tenha agido com boa-fé.
Parágrafo único. Não se aplica a segunda parte deste artigo, quando a proibição da prestação de serviço resultar de lei de ordem pública."
"607","Art. 607 O contrato de prestação de serviço acaba com a morte de qualquer das partes. Termina, ainda, pelo escoamento do prazo, pela conclusão da obra, pela rescisão do contrato mediante aviso prévio, por inadimplemento de qualquer das partes ou pela impossibilidade da continuação do contrato, motivada por força maior."
"608","Art. 608 Aquele que aliciar pessoas obrigadas em contrato escrito a prestar serviço a outrem pagará a este a importância que ao prestador de serviço, pelo ajuste desfeito, houvesse de caber durante dois anos."
"609","Art. 609 A alienação do prédio agrícola, onde a prestação dos serviços se opera, não importa a rescisão do contrato, salvo ao prestador opção entre continuá-lo com o adquirente da propriedade ou com o primitivo contratante."
"610","Art. 610 O empreiteiro de uma obra pode contribuir para ela só com seu trabalho ou com ele e os materiais.
§ 1 o A obrigação de fornecer os materiais não se presume; resulta da lei ou da vontade das partes.
§ 2 o O contrato para elaboração de um projeto não implica a obrigação de executá-lo, ou de fiscalizar-lhe a execução."
"611","Art. 611 Quando o empreiteiro fornece os materiais, correm por sua conta os riscos até o momento da entrega da obra, a contento de quem a encomendou, se este não estiver em mora de receber. Mas se estiver, por sua conta correrão os riscos."
"612","Art. 612 Se o empreiteiro só forneceu mão-de-obra, todos os riscos em que não tiver culpa correrão por conta do dono."
"613","Art. 613 Sendo a empreitada unicamente de lavor, se a coisa perecer antes de entregue, sem mora do dono nem culpa do empreiteiro, este perderá a retribuição, se não provar que a perda resultou de defeito dos materiais e que em tempo reclamara contra a sua quantidade ou qualidade."
"614","Art. 614 Se a obra constar de partes distintas, ou for de natureza das que se determinam por medida, o empreiteiro terá direito a que também se verifique por medida, ou segundo as partes em que se dividir, podendo exigir o pagamento na proporção da obra executada.
§ 1 o Tudo o que se pagou presume-se verificado.
§ 2 o O que se mediu presume-se verificado se, em trinta dias, a contar da medição, não forem denunciados os vícios ou defeitos pelo dono da obra ou por quem estiver incumbido da sua fiscalização."
"615","Art. 615 Concluída a obra de acordo com o ajuste, ou o costume do lugar, o dono é obrigado a recebê-la. Poderá, porém, rejeitá-la, se o empreiteiro se afastou das instruções recebidas e dos planos dados, ou das regras técnicas em trabalhos de tal natureza."
"616","Art. 616 No caso da segunda parte do artigo antecedente, pode quem encomendou a obra, em vez de enjeitá-la, recebê-la com abatimento no preço."
"617","Art. 617 O empreiteiro é obrigado a pagar os materiais que recebeu, se por imperícia ou negligência os inutilizar."
"618","Art. 618 Nos contratos de empreitada de edifícios ou outras construções consideráveis, o empreiteiro de materiais e execução responderá, durante o prazo irredutível de cinco anos, pela solidez e segurança do trabalho, assim em razão dos materiais, como do solo.
Parágrafo único. Decairá do direito assegurado neste artigo o dono da obra que não propuser a ação contra o empreiteiro, nos cento e oitenta dias seguintes ao aparecimento do vício ou defeito."
